target_class,gene,attr_mean_signed,attr_mean_abs,attr_pos_frac,n_cells
flua,TRIM33,0.003314545020179814,0.003715109361344741,0.09722976643128735,1841
flua,ITPRIP,0.0033104022370933645,0.003383188917706804,0.21835958718087994,1841
flua,MAN2A2,0.00329762181122461,0.003412108772243578,0.11787072243346007,1841
flua,GNG10,0.0032973455094177395,0.003514761767880804,0.20532319391634982,1841
flua,SON,0.0032957885768477003,0.004053220498875908,0.20858229223248234,1841
flua,PDCD4,0.003291781495548107,0.003329881045907647,0.08745247148288973,1841
flua,PICALM,0.0032899544935011786,0.004488710736949958,0.19717544812601848,1841
flua,RP11-213H15.3,0.0032894878274756585,0.004360755206384716,0.10592069527430745,1841
flua,PDCD6IP,0.0032885659416244124,0.0034297207104308264,0.11569799022270505,1841
flua,ZNF117,0.0032876848998453743,0.0033033579043610984,0.12656165127648017,1841
flua,OXSR1,0.003281525589145279,0.0036448738671786625,0.12384573601303639,1841
flua,ATP6AP1,0.0032744350289700313,0.003533030410905787,0.06952743074416078,1841
flua,RAD21,0.0032701774852907832,0.003788909628493575,0.19608908202064096,1841
flua,KRT78,0.0032592503226092535,0.0034206896254692647,0.037479630635524175,1841
flua,KDM6B,0.0032504486918676035,0.004824875595451761,0.08039109179793591,1841
flua,EML4,0.003250257004839548,0.003307839511554245,0.13688212927756654,1841
flua,KRT6A,0.0032443084777067257,0.0034057344251809596,0.09994568169473113,1841
flua,PDLIM5,0.0032195665787334822,0.003886448932201528,0.05866376969038566,1841
flua,CNOT6L,0.0032173397959428013,0.003233282924475455,0.08310700706137969,1841
flua,VNN3,0.003201747585936879,0.003380770837541089,0.09451385116784357,1841
flua,XRCC5,0.003199387526889329,0.0034024064802948644,0.11732753938077133,1841
flua,KMT2E,0.0031928303337866912,0.004354657952323159,0.1906572514937534,1841
flua,EPSTI1,0.0031909995906091396,0.003500302661653448,0.2265073329712113,1841
flua,NEAT1,0.003180622918928919,0.012144677393595723,0.2933188484519283,1841
flua,SLCO3A1,0.0031782354378444484,0.00324034750550613,0.07387289516567083,1841
flua,INPP5D,0.003175632745616385,0.003505081803391706,0.057034220532319393,1841
flua,CEP170,0.0031710487043223002,0.003980227297355078,0.08636610537751223,1841
flua,CLTC,0.0031481489654486754,0.00318936228302916,0.15752308527973927,1841
flua,TRIM38,0.0031365506955013207,0.006297030882269451,0.10266159695817491,1841
flua,ADAM17,0.0031288913529546347,0.003172559393008302,0.1249321021184139,1841
flua,ZFAS1,0.0031181288208247913,0.003452908411613953,0.11515480717001629,1841
flua,HLA-F,0.003107082568177835,0.0036352478890461742,0.23193916349809887,1841
flua,NLRP3,0.0030774023408643874,0.0032261476901575864,0.05866376969038566,1841
flua,CCDC71L,0.003074757872862131,0.0034113520445754383,0.11026615969581749,1841
flua,CD53,0.0030536652886142294,0.005725191581320465,0.33948940793047255,1841
flua,PTPN12,0.00305191959248879,0.004158630582672432,0.2797392721347094,1841
flua,GAS5,0.0030508368083319868,0.003058781680417799,0.047256925583921784,1841
flua,RP11-514O12.4,0.0030485761849162116,0.0030953558177031102,0.08202064095600217,1841
flua,APOBR,0.0030478138602068085,0.003323390847198475,0.16241173275393808,1841
flua,SERTAD1,0.0030369675039864635,0.0031217929195371872,0.06898424769147203,1841
flua,PSAP,0.0030265573370697896,0.00781362451560338,0.47745790331341664,1841
flua,XBP1,0.003013069851203563,0.0031046802132496166,0.10374796306355241,1841
flua,TRAF3IP3,0.003009109891392594,0.0041402344471010615,0.03476371537208039,1841
flua,SIRPB1,0.0029913535099304576,0.0041726356527036065,0.09397066811515481,1841
flua,ANPEP,0.0029823952503724954,0.0033903075943638745,0.11135252580119501,1841
flua,GTF2I,0.00297539253627587,0.0031041150820572566,0.1928299837045084,1841
flua,CSGALNACT2,0.0029668101756583085,0.003123523383150924,0.14340032590983162,1841
flua,ARPC2,0.002961008396204045,0.005422192227574938,0.354155350353069,1841
flua,USP3,0.002960854334152713,0.004147398290120668,0.09668658337859859,1841
flua,CAP1,0.002948479325242952,0.009643054231879894,0.22596414991852254,1841
flua,ETS1,0.0029401361546694165,0.0035591345813604943,0.028788701792504073,1841
flua,DDX60L,0.0029384262760163227,0.009422242139617365,0.14394350896252037,1841
flua,ZCCHC6,0.0029372912383901885,0.005095230361840312,0.20152091254752852,1841
flua,CEACAM6,0.0029335240642175925,0.0031700163567716954,0.1200434546442151,1841
flua,DNAJB1,0.0029304507241616233,0.005219843285132982,0.060293318848451925,1841
flua,ALOX5,0.0029298771802074943,0.00296658552102522,0.1694731124388919,1841
flua,RRBP1,0.002916490931786285,0.0036592677676729507,0.07821835958718087,1841
